client_id,full_name,date_of_birth,client_type,industry,pep_status,so_funds_desc,so_wealth_doc_type,annual_income,estimated_net_worth,transaction_volume_usd,jurisdiction_risk_level,has_offshore_entities,sanction_list_hit,adverse_media,risk_score,risk_category,last_review_date,next_review_due,operating_country,total_txn_amount,max_txn_amount,txn_count,flagged_txns,adjusted_risk_score,adjusted_risk_category,reason_of_risk,triggered_risk_events,risk_evaluated_at,evaluated_by
C00072,Robinson-Mccormick Ltd.,,Corporate,Finance,No,Neurosurgeon,Audit Report,81606,5633187,112910,Low,False,False,False,33,Low,2025-07-10,2028-01-18,Sweden,164071.84,17735.52,43,3,10,Low,"Time Risk, Transaction",Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00073,"Turner, Andersen and Murray Ltd.",,Corporate,,No,Management consultant,Financials,50627,119311,177401,Low,False,False,True,71,High,2024-11-16,2027-03-22,Slovenia,146917.87,16887.43,31,5,20,Medium,"Media, Net Worth Mismatch, Time Risk, Transaction",Adverse Media; Flagged transactions exist; Txn > Net Worth; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00074,The Ball Trust,,Trust,Finance,No,Ranger/warden,Tax Return,48792,3515140,75007,Low,True,False,False,76,High,2024-10-17,2026-09-21,Slovakia,177662.25,16901.64,41,3,10,Low,"Time Risk, Transaction",Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00075,Joseph Clark,1993-12-17,Individual,,No,Ophthalmologist,Trust Deed,103035,5313522,149399,Medium,True,False,True,50,Medium,2025-05-01,2026-04-07,,219464.52,31482.47,51,2,20,Medium,"Identity, Media, Time Risk, Transaction",Invalid Source of Wealth Doc; Adverse Media; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00076,David Collins,1984-03-16,Individual,,No,"Therapist, drama",Exchange Statement,173019,8637455,189919,Low,False,False,False,39,Low,2025-02-28,2028-05-19,,408324.85,59553.83,31,3,15,Low,"Identity, Time Risk, Transaction",Invalid Source of Wealth Doc; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00077,Brandi Miller,1975-06-18,Individual,,No,Arts administrator,Financials,286464,2390229,23300,Low,False,False,False,44,Medium,2024-11-02,2027-03-05,,349486.1,16909.84,93,9,10,Low,"Time Risk, Transaction",Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00078,Joshua Shepherd,1959-12-27,Individual,,No,Health physicist,Audit Report,254119,9135882,131967,Low,False,False,False,82,High,2025-05-12,2027-05-10,,259201.36000000002,48786.96,21,4,10,Low,"Time Risk, Transaction",Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00079,"Padilla, Smith and Riley Ltd.",,Corporate,Investment,No,Maintenance engineer,Audit Report,113969,6991662,16441,Medium,False,True,False,69,Medium,2024-10-19,2028-04-29,Sweden,168209.12,6899.99,97,6,30,Medium,"Sanction, Time Risk, Transaction",Sanctioned Country; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00080,The Acosta Trust,,Trust,Investment,Yes,Firefighter,Tax Return,83001,2218060,136672,High,False,True,False,83,High,2024-10-09,2025-08-25,Luxembourg,155324.81,10133.22,73,4,45,Medium,"PEP, Sanction, Time Risk, Transaction",Sanctioned Country; PEP = Yes; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00081,The Nolan Trust,,Trust,Crypto Trading,No,Engineering geologist,Tax Return,116552,7976745,74474,Low,False,False,True,39,Low,2025-01-20,2028-07-15,United Kingdom,109162.84,5185.69,76,7,15,Low,"Media, Time Risk, Transaction",Adverse Media; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00082,The Castillo Trust,,Trust,Investment,No,Colour technologist,Financials,63897,702286,166863,High,True,True,False,82,High,2025-05-22,2026-04-05,Bulgaria,55963.64,3824.13,72,7,30,Medium,"Sanction, Time Risk, Transaction",Sanctioned Country; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00083,The Lyons Trust,,Trust,,No,Mining engineer,Exchange Statement,108148,2891137,186928,Low,False,True,True,32,Low,2024-12-25,2026-05-29,Bulgaria,109775.29,8356.68,53,4,40,Medium,"Identity, Media, Sanction, Time Risk, Transaction",Invalid Source of Wealth Doc; Sanctioned Country; Adverse Media; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00084,David Christensen,1962-05-03,Individual,,No,Illustrator,Audit Report,298484,7013081,153354,Low,True,True,True,38,Low,2025-06-19,2028-06-21,,701437.4400000001,51447.26,63,3,38,Medium,"Media, Sanction, Time Risk, Transaction",Sanctioned Country; Adverse Media; High total txn amount; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00085,The Martinez Trust,,Trust,Investment,No,Site engineer,Financials,63483,2501116,65866,Medium,False,False,False,83,High,2025-01-06,2028-05-17,Italy,174204.68,30064.32,26,0,5,Low,Time Risk,Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00086,The Rodriguez Trust,,Trust,,Yes,Recruitment consultant,Trust Deed,88555,9270395,46412,Low,True,False,False,56,Medium,2024-09-02,2027-05-29,Slovenia,194430.91,12844.29,66,8,30,Medium,"Identity, PEP, Time Risk, Transaction",Invalid Source of Wealth Doc; PEP = Yes; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00087,The Nelson Trust,,Trust,Crypto Trading,No,"Presenter, broadcasting",Audit Report,57159,6554081,131670,Low,True,True,False,58,Medium,2024-09-30,2027-10-13,Bulgaria,114546.26,11540.22,43,2,30,Medium,"Sanction, Time Risk, Transaction",Sanctioned Country; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00088,The Walker Trust,,Trust,Finance,Related,Radio broadcast assistant,Land Title,75920,235861,153354,Low,True,False,False,70,High,2025-01-20,2027-06-01,Romania,60013.03,4453.25,56,4,20,Medium,"PEP, Time Risk, Transaction",PEP = Related; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00089,The Williams Trust,,Trust,Investment,No,"Production designer, theatre/television/film",Trust Deed,107121,2394774,169691,Medium,True,True,False,52,Medium,2024-10-26,2027-07-16,Lithuania,147052.39,22674.03,22,3,35,Medium,"Identity, Sanction, Time Risk, Transaction",Invalid Source of Wealth Doc; Sanctioned Country; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00090,Carol Nichols,1978-09-17,Individual,,No,"Journalist, broadcasting",Land Title,191294,7070985,51042,Medium,True,True,False,31,Low,2024-10-02,2027-08-21,,380675.02,15334.06,98,7,30,Medium,"Sanction, Time Risk, Transaction",Sanctioned Country; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00091,Tina Ward,1972-05-07,Individual,,No,Health and safety adviser,Land Title,197584,2032227,127770,Medium,True,False,True,81,High,2025-02-24,2025-08-09,,163994.75,15306.96,30,0,10,Low,"Media, Time Risk",Adverse Media; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00092,The Massey Trust,,Trust,Finance,No,"Surveyor, building control",Financials,109479,2173474,124219,Low,False,False,False,53,Medium,2025-05-14,2026-08-02,Cyprus,136238.12,7874.47,51,8,10,Low,"Time Risk, Transaction",Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00093,Taylor Gardner,1968-08-18,Individual,,No,Chief Financial Officer,Financials,136060,1160605,171567,Low,False,False,False,61,Medium,2024-11-15,2026-07-04,,186402.19,15103.69,45,1,10,Low,"Time Risk, Transaction",Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00094,Sherri Peterson,1985-09-20,Individual,,No,Set designer,Tax Return,70956,4039290,145914,Low,True,False,False,83,High,2024-12-04,2027-05-16,,118496.5,17938.37,42,4,10,Low,"Time Risk, Transaction",Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00095,The Nelson Trust,,Trust,Manufacturing,No,Exercise physiologist,Exchange Statement,59457,1761307,133279,Low,False,False,True,39,Low,2024-09-08,2026-05-20,United Kingdom,70170.34,6309.64,58,7,20,Medium,"Identity, Media, Time Risk, Transaction",Invalid Source of Wealth Doc; Adverse Media; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00096,Alexander Wolf,1998-01-18,Individual,,No,"Engineer, agricultural",Tax Return,212589,9234621,174037,High,False,True,False,66,Medium,2024-10-16,2027-08-16,,469821.69,57140.2,31,2,30,Medium,"Sanction, Time Risk, Transaction",Sanctioned Country; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00097,Joshua Blackwell,1975-02-12,Individual,,Related,Chiropodist,Tax Return,131204,458318,18258,High,False,True,True,78,High,2025-06-12,2026-05-22,,112835.36,5787.69,95,8,45,Medium,"Media, PEP, Sanction, Time Risk, Transaction",Sanctioned Country; PEP = Related; Adverse Media; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00098,Kevin Davis,1965-03-11,Individual,,Yes,Graphic designer,Audit Report,192259,2575548,161233,Low,True,False,True,47,Medium,2024-08-10,2025-10-17,,211484.91,41221.32,20,1,30,Medium,"Media, PEP, Time Risk, Transaction",PEP = Yes; Adverse Media; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00099,The Peterson Trust,,Trust,Finance,No,"Civil engineer, contracting",Audit Report,106557,349314,98911,Low,True,False,True,23,Low,2025-06-27,2025-08-13,Latvia,154224.22,7487.44,73,7,15,Low,"Media, Time Risk, Transaction",Adverse Media; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
C00100,Edwards-Boyle Ltd.,,Corporate,,No,Purchasing manager,Trust Deed,117189,1166326,129845,Low,False,False,True,34,Low,2024-09-06,2025-11-03,Spain,194763.59,9849.01,87,10,20,Medium,"Identity, Media, Time Risk, Transaction",Invalid Source of Wealth Doc; Adverse Media; Flagged transactions exist; Many txns outside office hours,2025-07-29 00:19:19.064385,KYC_AI_Pipeline
